id,category,text,emotion,style,pace,volume,prosody,tone,formality,medium,pitch,intensity,energy_scale,scenario
VT-51945,flirty,"Listen, You have the kind of voice I’d sync my heartbeat to. Thanks.",playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-24537,flirty,Reminder: I wasn’t blushing until you started talking. If possible.,playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-11352,flirty,"Hey, Are you Wi-Fi? Because I’m feeling a connection. For real.",playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-24806,flirty,"Okay, You have the kind of voice I’d sync my heartbeat to. If possible.",playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-28012,flirty,Reminder: I wasn’t blushing until you started talking. Right now.,playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-22089,flirty,Are you Wi-Fi? Because I’m feeling a connection. Please.,playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-75002,flirty,Reminder: You have the kind of voice I’d sync my heartbeat to. If possible.,playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-56785,flirty,Reminder: I wasn’t blushing until you started talking.—copy.,playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-73714,flirty,"Okay, Are you Wi-Fi? Because I’m feeling a connection. Right now.",playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-94952,flirty,"Listen, You have the kind of voice I’d sync my heartbeat to. For real.",playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-66042,flirty,Reminder: I wasn’t blushing until you started talking.,playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-30221,flirty,Are you Wi-Fi? Because I’m feeling a connection.—copy.,playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-99075,flirty,"Hey, You have the kind of voice I’d sync my heartbeat to. Thanks.",playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-86112,flirty,Note: I wasn’t blushing until you started talking. For real.,playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-55183,flirty,Note: Are you Wi-Fi? Because I’m feeling a connection. Please.,playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-89142,flirty,Heads up: You have the kind of voice I’d sync my heartbeat to. Right now.,playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-76311,flirty,Heads up: I wasn’t blushing until you started talking. If possible.,playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-80337,flirty,Are you Wi-Fi? Because I’m feeling a connection. For real.,playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-41385,flirty,Reminder: You have the kind of voice I’d sync my heartbeat to. If possible.,playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-52330,flirty,"Hey, I wasn’t blushing until you started talking. Please.",playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-43160,flirty,Reminder: Are you Wi-Fi? Because I’m feeling a connection. Right now.,playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-31956,flirty,You have the kind of voice I’d sync my heartbeat to. If possible.,playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-16026,flirty,Heads up: I wasn’t blushing until you started talking.—copy.,playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-50137,flirty,Note: Are you Wi-Fi? Because I’m feeling a connection. For real.,playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-75494,flirty,"Okay, You have the kind of voice I’d sync my heartbeat to.—got it.",playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-10649,flirty,"FYI, I wasn’t blushing until you started talking.—got it.",playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-36811,flirty,"FYI, Are you Wi-Fi? Because I’m feeling a connection. For real.",playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-29817,flirty,Note: You have the kind of voice I’d sync my heartbeat to. Thanks.,playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-50340,flirty,Heads up: I wasn’t blushing until you started talking. Please.,playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-71643,flirty,"FYI, Are you Wi-Fi? Because I’m feeling a connection.—copy.",playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-73529,flirty,"Okay, You have the kind of voice I’d sync my heartbeat to. Thanks.",playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-36000,flirty,Note: I wasn’t blushing until you started talking.—copy.,playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-96613,flirty,Heads up: Are you Wi-Fi? Because I’m feeling a connection.—copy.,playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-61041,flirty,Reminder: You have the kind of voice I’d sync my heartbeat to. Right now.,playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-14593,flirty,Note: I wasn’t blushing until you started talking.—got it.,playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-82548,flirty,"Okay, Are you Wi-Fi? Because I’m feeling a connection. If possible.",playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-50624,flirty,"FYI, You have the kind of voice I’d sync my heartbeat to.",playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-91884,flirty,"Hey, I wasn’t blushing until you started talking.—got it.",playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-50524,flirty,Are you Wi-Fi? Because I’m feeling a connection. For real.,playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-92720,flirty,"Listen, You have the kind of voice I’d sync my heartbeat to. For real.",playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-63821,flirty,Reminder: I wasn’t blushing until you started talking. If possible.,playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-15404,flirty,Are you Wi-Fi? Because I’m feeling a connection. Right now.,playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-40121,flirty,You have the kind of voice I’d sync my heartbeat to. If possible.,playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-42511,flirty,"Listen, I wasn’t blushing until you started talking. Please.",playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-36331,flirty,"FYI, Are you Wi-Fi? Because I’m feeling a connection. Please.",playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-21903,flirty,Reminder: You have the kind of voice I’d sync my heartbeat to. For real.,playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-78495,flirty,Heads up: I wasn’t blushing until you started talking.—got it.,playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-58887,flirty,Note: Are you Wi-Fi? Because I’m feeling a connection. If possible.,playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-82773,flirty,"FYI, You have the kind of voice I’d sync my heartbeat to. Right now.",playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-55184,flirty,"Okay, I wasn’t blushing until you started talking.",playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-44241,flirty,"Hey, Are you Wi-Fi? Because I’m feeling a connection.—copy.",playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-88568,flirty,"Hey, You have the kind of voice I’d sync my heartbeat to.",playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-78013,flirty,"FYI, I wasn’t blushing until you started talking. Thanks.",playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-34197,flirty,Are you Wi-Fi? Because I’m feeling a connection. For real.,playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-80388,flirty,"FYI, You have the kind of voice I’d sync my heartbeat to.—copy.",playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-14270,flirty,Heads up: I wasn’t blushing until you started talking. Please.,playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-83753,flirty,"Listen, Are you Wi-Fi? Because I’m feeling a connection.—got it.",playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-54950,flirty,"Okay, You have the kind of voice I’d sync my heartbeat to.—copy.",playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-74435,flirty,"Listen, I wasn’t blushing until you started talking.—copy.",playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-77363,flirty,Are you Wi-Fi? Because I’m feeling a connection. For real.,playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-13492,flirty,Note: You have the kind of voice I’d sync my heartbeat to.—copy.,playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-76612,flirty,Note: I wasn’t blushing until you started talking. For real.,playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-83561,flirty,"FYI, Are you Wi-Fi? Because I’m feeling a connection. For real.",playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-61825,flirty,Reminder: You have the kind of voice I’d sync my heartbeat to.,playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-67806,flirty,"FYI, I wasn’t blushing until you started talking. Please.",playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-29321,flirty,"Hey, Are you Wi-Fi? Because I’m feeling a connection. If possible.",playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-78516,flirty,"Hey, You have the kind of voice I’d sync my heartbeat to.",playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-43480,flirty,I wasn’t blushing until you started talking. If possible.,playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-86126,flirty,Reminder: Are you Wi-Fi? Because I’m feeling a connection.,playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-77075,flirty,Reminder: You have the kind of voice I’d sync my heartbeat to.—got it.,playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-19669,flirty,Note: I wasn’t blushing until you started talking. Thanks.,playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-72405,flirty,Note: Are you Wi-Fi? Because I’m feeling a connection.—copy.,playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-34582,flirty,You have the kind of voice I’d sync my heartbeat to.—copy.,playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-20783,flirty,"Listen, I wasn’t blushing until you started talking. If possible.",playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-31860,flirty,"Hey, Are you Wi-Fi? Because I’m feeling a connection. Thanks.",playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-88161,flirty,Reminder: You have the kind of voice I’d sync my heartbeat to.—got it.,playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-90779,flirty,"Hey, I wasn’t blushing until you started talking.—copy.",playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-64676,flirty,"Hey, Are you Wi-Fi? Because I’m feeling a connection. Please.",playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-49950,flirty,"FYI, You have the kind of voice I’d sync my heartbeat to. If possible.",playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-53178,flirty,Reminder: I wasn’t blushing until you started talking. Please.,playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-89945,flirty,"Hey, Are you Wi-Fi? Because I’m feeling a connection.—got it.",playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-70603,flirty,You have the kind of voice I’d sync my heartbeat to. Right now.,playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-10028,flirty,"Hey, I wasn’t blushing until you started talking. Please.",playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-68222,flirty,"Hey, Are you Wi-Fi? Because I’m feeling a connection. Thanks.",playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-43560,flirty,"Hey, You have the kind of voice I’d sync my heartbeat to. For real.",playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-79757,flirty,"Okay, I wasn’t blushing until you started talking. Right now.",playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-91225,flirty,Note: Are you Wi-Fi? Because I’m feeling a connection. If possible.,playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-78582,flirty,"Okay, You have the kind of voice I’d sync my heartbeat to. Right now.",playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-23398,flirty,"Listen, I wasn’t blushing until you started talking.—copy.",playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-20548,flirty,Reminder: Are you Wi-Fi? Because I’m feeling a connection. If possible.,playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-99505,flirty,Heads up: You have the kind of voice I’d sync my heartbeat to.—got it.,playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-46327,flirty,"Hey, I wasn’t blushing until you started talking.—copy.",playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-75956,flirty,"Listen, Are you Wi-Fi? Because I’m feeling a connection. Right now.",playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-11549,flirty,You have the kind of voice I’d sync my heartbeat to. Thanks.,playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-26070,flirty,Heads up: I wasn’t blushing until you started talking. Please.,playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-228707,flirty,Careful—keep talking like that and I’ll start smiling.,playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-243606,flirty,"If we sync schedules, I’ll bring the coffee and the chaos.",playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-291139,flirty,You make small talk feel like a highlight reel.,playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-246784,flirty,Text me when you miss me; I’ll answer suspiciously fast.,playful,casual,slow,soft,varied,charming,casual,dm,slightly_high,soft,3,casual_chat
VT-235298,flirty,You’re trouble—cute trouble—but still trouble.,playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-259164,flirty,"If charm was a buff, you’d be meta.",playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-204428,flirty,Your laugh just soft‑launched my day.,playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-268591,flirty,I’ll pretend to need help if it gets me your attention.,playful,casual,slow,soft,varied,charming,casual,work_chat,slightly_high,soft,3,casual_chat
VT-226718,flirty,I didn’t plan to flirt; you started it by existing.,playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-242178,flirty,I’ll be serious when you stop being distracting.,playful,casual,slow,soft,varied,charming,casual,general,slightly_high,soft,3,casual_chat
VT-48465,gibberish,"Hey, Blorp snaggledrip zoot zoot rama-ling! Skiddle skidaddle!",playful,nonsense,fast,normal,choppy,neutral,neutral,general,neutral,neutral,5,general
VT-62654,gibberish,"Okay, Meep morp, zip zap zibberoo! Skiddle skidaddle!—got it.",playful,nonsense,fast,normal,choppy,neutral,neutral,general,neutral,neutral,5,general
VT-68401,gibberish,"Heads up: Meep morp, zip zap zibberoo! Gleep glorp! For real.",playful,nonsense,fast,normal,choppy,neutral,neutral,general,neutral,neutral,5,general
VT-52630,gibberish,"Hey, Meep morp, zip zap zibberoo! Yabba dabba doo! For real.",playful,nonsense,fast,normal,choppy,neutral,neutral,general,neutral,neutral,5,general
VT-40759,gibberish,"Note: Frizzle my wizzle, zink to the blab. Yabba dabba doo! For real.",playful,nonsense,fast,normal,choppy,neutral,neutral,general,neutral,neutral,5,general
VT-69451,gibberish,"Okay, Meep morp, zip zap zibberoo! Gleep glorp! If possible.",playful,nonsense,fast,normal,choppy,neutral,neutral,general,neutral,neutral,5,general
VT-35341,gibberish,"Hey, Meep morp, zip zap zibberoo! Gleep glorp! Right now.",playful,nonsense,fast,normal,choppy,neutral,neutral,general,neutral,neutral,5,general
VT-48465,gibberish,"Hey, Blorp snaggledrip zoot zoot rama-ling! Skiddle skidaddle!",playful,nonsense,fast,normal,choppy,neutral,neutral,general,neutral,neutral,5,general
VT-51667,gibberish,"FYI, Frizzle my wizzle, zink to the blab. Yabba dabba doo! Thanks.",playful,nonsense,fast,normal,choppy,neutral,neutral,general,neutral,neutral,5,general
VT-66238,gibberish,"Heads up: Meep morp, zip zap zibberoo! Gleep glorp!",playful,nonsense,fast,normal,choppy,neutral,neutral,general,neutral,neutral,5,general
VT-43275,gibberish,Reminder: Blorp snaggledrip zoot zoot rama-ling! Gleep glorp! For real.,playful,nonsense,fast,normal,choppy,neutral,neutral,general,neutral,neutral,5,general
VT-68536,gibberish,"Note: Meep morp, zip zap zibberoo! Gleep glorp!",playful,nonsense,fast,normal,choppy,neutral,neutral,general,neutral,neutral,5,general
VT-43614,gibberish,"Listen, Blorp snaggledrip zoot zoot rama-ling! Skiddle skidaddle! If possible.",playful,nonsense,fast,normal,choppy,neutral,neutral,general,neutral,neutral,5,general
VT-81792,gibberish,"FYI, Frizzle my wizzle, zink to the blab. Yabba dabba doo!—copy.",playful,nonsense,fast,normal,choppy,neutral,neutral,general,neutral,neutral,5,general
VT-16813,gibberish,"FYI, Frizzle my wizzle, zink to the blab. Gleep glorp! For real.",playful,nonsense,fast,normal,choppy,neutral,neutral,general,neutral,neutral,5,general
VT-17312,gibberish,"Okay, Frizzle my wizzle, zink to the blab. Skiddle skidaddle! If possible.",playful,nonsense,fast,normal,choppy,neutral,neutral,general,neutral,neutral,5,general
VT-70226,gibberish,"Heads up: Meep morp, zip zap zibberoo! Yabba dabba doo!",playful,nonsense,fast,normal,choppy,neutral,neutral,general,neutral,neutral,5,general
VT-58140,gibberish,"Hey, Frizzle my wizzle, zink to the blab. Skiddle skidaddle!—copy.",playful,nonsense,fast,normal,choppy,neutral,neutral,general,neutral,neutral,5,general
VT-24037,gibberish,"Frizzle my wizzle, zink to the blab.",playful,nonsense,fast,normal,choppy,neutral,neutral,general,neutral,neutral,5,general
VT-43275,gibberish,Reminder: Blorp snaggledrip zoot zoot rama-ling! Gleep glorp! For real.,playful,nonsense,fast,normal,choppy,neutral,neutral,general,neutral,neutral,5,general
VT-36042,gibberish,"Okay, Frizzle my wizzle, zink to the blab. Gleep glorp! Thanks.",playful,nonsense,fast,normal,choppy,neutral,neutral,general,neutral,neutral,5,general
VT-13458,gibberish,"Note: Frizzle my wizzle, zink to the blab. Yabba dabba doo! Right now.",playful,nonsense,fast,normal,choppy,neutral,neutral,general,neutral,neutral,5,general
VT-16303,gibberish,"FYI, Blorp snaggledrip zoot zoot rama-ling! Yabba dabba doo! Please.",playful,nonsense,fast,normal,choppy,neutral,neutral,general,neutral,neutral,5,general
VT-35341,gibberish,"Hey, Meep morp, zip zap zibberoo! Gleep glorp! Right now.",playful,nonsense,fast,normal,choppy,neutral,neutral,general,neutral,neutral,5,general
VT-77658,gibberish,"Reminder: Frizzle my wizzle, zink to the blab. Yabba dabba doo! Please.",playful,nonsense,fast,normal,choppy,neutral,neutral,general,neutral,neutral,5,general
VT-52011,gibberish,"Hey, Blorp snaggledrip zoot zoot rama-ling! Skiddle skidaddle! For real.",playful,nonsense,fast,normal,choppy,neutral,neutral,general,neutral,neutral,5,general
VT-16995,gibberish,Note: Blorp snaggledrip zoot zoot rama-ling! Skiddle skidaddle! If possible.,playful,nonsense,fast,normal,choppy,neutral,neutral,general,neutral,neutral,5,general
VT-26411,gibberish,"Hey, Frizzle my wizzle, zink to the blab. Yabba dabba doo! Thanks.",playful,nonsense,fast,normal,choppy,neutral,neutral,general,neutral,neutral,5,general
VT-69395,gibberish,Blorp snaggledrip zoot zoot rama-ling! Yabba dabba doo! Right now.,playful,nonsense,fast,normal,choppy,neutral,neutral,general,neutral,neutral,5,general
VT-97495,gibberish,"Frizzle my wizzle, zink to the blab. Gleep glorp! Please.",playful,nonsense,fast,normal,choppy,neutral,neutral,general,neutral,neutral,5,general
VT-74898,gibberish,"Okay, Frizzle my wizzle, zink to the blab. Gleep glorp! For real.",playful,nonsense,fast,normal,choppy,neutral,neutral,general,neutral,neutral,5,general
VT-52630,gibberish,"Hey, Meep morp, zip zap zibberoo! Yabba dabba doo! For real.",playful,nonsense,fast,normal,choppy,neutral,neutral,general,neutral,neutral,5,general
VT-60311,gibberish,Reminder: Blorp snaggledrip zoot zoot rama-ling! Gleep glorp!—got it.,playful,nonsense,fast,normal,choppy,neutral,neutral,general,neutral,neutral,5,general
VT-28819,gibberish,"Meep morp, zip zap zibberoo! Gleep glorp! Please.",playful,nonsense,fast,normal,choppy,neutral,neutral,general,neutral,neutral,5,general
VT-78717,gibberish,"Reminder: Meep morp, zip zap zibberoo! Skiddle skidaddle! Right now.",playful,nonsense,fast,normal,choppy,neutral,neutral,general,neutral,neutral,5,general
VT-57501,gibberish,"Okay, Blorp snaggledrip zoot zoot rama-ling! Yabba dabba doo!",playful,nonsense,fast,normal,choppy,neutral,neutral,general,neutral,neutral,5,general
VT-16516,gibberish,"Okay, Blorp snaggledrip zoot zoot rama-ling! Gleep glorp! Right now.",playful,nonsense,fast,normal,choppy,neutral,neutral,general,neutral,neutral,5,general
VT-17312,gibberish,"Okay, Frizzle my wizzle, zink to the blab. Skiddle skidaddle! If possible.",playful,nonsense,fast,normal,choppy,neutral,neutral,general,neutral,neutral,5,general
VT-28819,gibberish,"Meep morp, zip zap zibberoo! Gleep glorp! Please.",playful,nonsense,fast,normal,choppy,neutral,neutral,general,neutral,neutral,5,general
VT-38430,gibberish,"Heads up: Meep morp, zip zap zibberoo! Yabba dabba doo!—copy.",playful,nonsense,fast,normal,choppy,neutral,neutral,general,neutral,neutral,5,general
VT-35341,gibberish,"Hey, Meep morp, zip zap zibberoo! Gleep glorp! Right now.",playful,nonsense,fast,normal,choppy,neutral,neutral,general,neutral,neutral,5,general
VT-80829,gibberish,"Hey, Blorp snaggledrip zoot zoot rama-ling! Skiddle skidaddle!",playful,nonsense,fast,normal,choppy,neutral,neutral,general,neutral,neutral,5,general
VT-18510,gibberish,"Listen, Frizzle my wizzle, zink to the blab. Skiddle skidaddle! If possible.",playful,nonsense,fast,normal,choppy,neutral,neutral,general,neutral,neutral,5,general
VT-20528,gibberish,"Heads up: Meep morp, zip zap zibberoo! Skiddle skidaddle! For real.",playful,nonsense,fast,normal,choppy,neutral,neutral,general,neutral,neutral,5,general
VT-77426,gibberish,"Note: Meep morp, zip zap zibberoo! Skiddle skidaddle!—got it.",playful,nonsense,fast,normal,choppy,neutral,neutral,general,neutral,neutral,5,general
VT-26411,gibberish,"Hey, Frizzle my wizzle, zink to the blab. Yabba dabba doo! Thanks.",playful,nonsense,fast,normal,choppy,neutral,neutral,general,neutral,neutral,5,general
VT-51780,gibberish,"Reminder: Meep morp, zip zap zibberoo! Gleep glorp!—got it.",playful,nonsense,fast,normal,choppy,neutral,neutral,general,neutral,neutral,5,general
VT-23329,gibberish,"Okay, Frizzle my wizzle, zink to the blab. Gleep glorp! Thanks.",playful,nonsense,fast,normal,choppy,neutral,neutral,general,neutral,neutral,5,general
VT-48647,gibberish,"Meep morp, zip zap zibberoo! Gleep glorp! For real.",playful,nonsense,fast,normal,choppy,neutral,neutral,general,neutral,neutral,5,general
VT-42559,gibberish,"Meep morp, zip zap zibberoo! Gleep glorp! Thanks.",playful,nonsense,fast,normal,choppy,neutral,neutral,general,neutral,neutral,5,general
VT-58140,gibberish,"Hey, Frizzle my wizzle, zink to the blab. Skiddle skidaddle!—copy.",playful,nonsense,fast,normal,choppy,neutral,neutral,general,neutral,neutral,5,general
VT-16303,gibberish,"FYI, Blorp snaggledrip zoot zoot rama-ling! Yabba dabba doo! Please.",playful,nonsense,fast,normal,choppy,neutral,neutral,general,neutral,neutral,5,general
VT-28914,gibberish,"Okay, Meep morp, zip zap zibberoo! Gleep glorp! If possible.",playful,nonsense,fast,normal,choppy,neutral,neutral,general,neutral,neutral,5,general
VT-72173,gibberish,"Listen, Frizzle my wizzle, zink to the blab. Gleep glorp! If possible.",playful,nonsense,fast,normal,choppy,neutral,neutral,general,neutral,neutral,5,general
VT-78817,gibberish,"FYI, Meep morp, zip zap zibberoo! Yabba dabba doo! Please.",playful,nonsense,fast,normal,choppy,neutral,neutral,general,neutral,neutral,5,general
VT-97630,gibberish,Note: Blorp snaggledrip zoot zoot rama-ling! Skiddle skidaddle!—got it.,playful,nonsense,fast,normal,choppy,neutral,neutral,general,neutral,neutral,5,general
VT-53618,gibberish,"Note: Frizzle my wizzle, zink to the blab. Yabba dabba doo! Right now.",playful,nonsense,fast,normal,choppy,neutral,neutral,general,neutral,neutral,5,general
VT-60311,gibberish,Reminder: Blorp snaggledrip zoot zoot rama-ling! Gleep glorp!—got it.,playful,nonsense,fast,normal,choppy,neutral,neutral,general,neutral,neutral,5,general
VT-73256,gibberish,"Frizzle my wizzle, zink to the blab. Skiddle skidaddle!—copy.",playful,nonsense,fast,normal,choppy,neutral,neutral,general,neutral,neutral,5,general
VT-88290,gibberish,"Reminder: Meep morp, zip zap zibberoo! Skiddle skidaddle! Please.",playful,nonsense,fast,normal,choppy,neutral,neutral,general,neutral,neutral,5,general
VT-37839,gibberish,"Frizzle my wizzle, zink to the blab. Skiddle skidaddle! Please.",playful,nonsense,fast,normal,choppy,neutral,neutral,general,neutral,neutral,5,general
VT-15687,gibberish,"FYI, Frizzle my wizzle, zink to the blab. Yabba dabba doo!—got it.",playful,nonsense,fast,normal,choppy,neutral,neutral,general,neutral,neutral,5,general
VT-81792,gibberish,"FYI, Frizzle my wizzle, zink to the blab. Yabba dabba doo!—copy.",playful,nonsense,fast,normal,choppy,neutral,neutral,general,neutral,neutral,5,general
VT-77426,gibberish,"Note: Meep morp, zip zap zibberoo! Skiddle skidaddle!—got it.",playful,nonsense,fast,normal,choppy,neutral,neutral,general,neutral,neutral,5,general
VT-24037,gibberish,"Frizzle my wizzle, zink to the blab.",playful,nonsense,fast,normal,choppy,neutral,neutral,general,neutral,neutral,5,general
VT-20596,gibberish,"FYI, Frizzle my wizzle, zink to the blab. Yabba dabba doo!",playful,nonsense,fast,normal,choppy,neutral,neutral,general,neutral,neutral,5,general
